clubLabel,countryLabel,leagueLabel,logoImage,venueLabel,coordinates,website
BSC Young Boys,Switzerland,Swiss Super League,http://commons.wikimedia.org/wiki/Special:FilePath/Young%20Boys%20Logo%201957%20bis%201971.svg,Stadion Wankdorf,Point(7.465 46.962778),https://www.bscyb.ch/
AZ Alkmaar,Netherlands,Eredivisie,http://commons.wikimedia.org/wiki/Special:FilePath/AZ%20Alkmaar.svg,AFAS Stadion,Point(4.741667 52.6125),https://www.az.nl/
F.C. Nantes,France,Ligue 1,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20FC%20Nantes%20%28avec%20fond%29%20-%202019.svg,Stade de la Beaujoire,Point(-1.52466 47.2561),http://www.fcnantes.com/
ŠK Slovan Bratislava,Slovakia,Slovak First Football League,http://commons.wikimedia.org/wiki/Special:FilePath/SK%20Slovan%20Bratislava%20logo.svg,Štadión Pasienky,Point(17.141111 48.166111),https://www.skslovan.com/
AC Sparta Prague,Czech Republic,Czech First League,http://commons.wikimedia.org/wiki/Special:FilePath/AC-Sparta-LOGO2021.svg,Letná Stadium,Point(14.416122 50.099716),https://sparta.cz/
SK Slavia Prague,Czech Republic,Czech First League,http://commons.wikimedia.org/wiki/Special:FilePath/SK%20Slavia%20Praha%20full%20logo.svg,Fortuna Arena,Point(14.4715 50.0675),https://www.slavia.cz/
BSC Old Boys,Switzerland,1. Liga Promotion,http://commons.wikimedia.org/wiki/Special:FilePath/BSCOldBoys.svg,Stadion Schützenmatte,Point(7.571308333 47.551480555),http://www.oldboys.ch/
Vancouver Whitecaps FC,Canada,Major League Soccer,http://commons.wikimedia.org/wiki/Special:FilePath/MLS%20crest%20logo%20RGB%20-%20Vancouver%20Whitecaps%20FC.svg,BC Place,Point(-123.111944444 49.276666666),https://www.whitecapsfc.com/
Royale Union Saint-Gilloise,Belgium,Belgian First Division A,http://commons.wikimedia.org/wiki/Special:FilePath/USG.png,Stade Joseph Marien - Joseph Marienstadion,Point(4.32917 50.8178),https://rusg.brussels/
Atlético Clube Goianiense,Brazil,Campeonato Brasileiro Série A,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20of%20AC%20Goianiense.svg,Estádio Serra Dourada,Point(-49.233889 -16.698889),http://www.atleticogoianiense.com.br/
Grasshopper Club Zürich,Switzerland,Swiss Super League,http://commons.wikimedia.org/wiki/Special:FilePath/GC%20Z%C3%BCrich%20Logo.svg,Letzigrund,Point(8.503801 47.382791),https://www.gcz.ch/
New York Red Bulls,United States of America,Major League Soccer,http://commons.wikimedia.org/wiki/Special:FilePath/NYRB%20wordmark%202line%20color%20dkbg.svg,Giants Stadium,Point(-74.074433 40.813726),https://www.newyorkredbulls.com/
New York Red Bulls,United States of America,Major League Soccer,http://commons.wikimedia.org/wiki/Special:FilePath/NYRB%20wordmark%202line%20color%20ltbg.svg,Giants Stadium,Point(-74.074433 40.813726),https://www.newyorkredbulls.com/
New York Red Bulls,United States of America,Major League Soccer,http://commons.wikimedia.org/wiki/Special:FilePath/NYRB%20wordmark%202line%20color%20dkbg.svg,Red Bull Arena,Point(-74.150277777 40.736666666),https://www.newyorkredbulls.com/
New York Red Bulls,United States of America,Major League Soccer,http://commons.wikimedia.org/wiki/Special:FilePath/NYRB%20wordmark%202line%20color%20ltbg.svg,Red Bull Arena,Point(-74.150277777 40.736666666),https://www.newyorkredbulls.com/
LA Galaxy,United States of America,Major League Soccer,http://commons.wikimedia.org/wiki/Special:FilePath/Los%20Angeles%20Galaxy%20logo.svg,Dignity Health Sports Park,Point(-118.261111111 33.864444444),https://www.lagalaxy.com
Associação Portuguesa de Desportos,Brazil,Campeonato Brasileiro Série A,http://commons.wikimedia.org/wiki/Special:FilePath/Portuguesa%20de%20Desportos.png,Estádio do Canindé,Point(-46.618333 -23.520556),http://www.portuguesa.com.br
SK Brann,Norway,Eliteserien,http://commons.wikimedia.org/wiki/Special:FilePath/Brann%20logo.svg,Brann Stadion,Point(5.356944444 60.366388888),https://www.brann.no/
S.K. Sturm Graz,Austria,Austrian Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/SK%20Sturm%20Graz.svg,Merkur Arena,Point(15.454444 47.046111),https://www.sksturm.at/
FC Zürich,Switzerland,Swiss Super League,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Zurich%20Logo%202022.svg,Letzigrund,Point(8.503801 47.382791),https://www.fcz.ch/
Stade de Reims,France,Ligue 1,http://commons.wikimedia.org/wiki/Special:FilePath/Stade%20Reims.svg,Stade Auguste Delaune,Point(4.02478 49.24716),http://www.stade-de-reims.com
Ferencvárosi TC,Hungary,Nemzeti Bajnokság I,http://commons.wikimedia.org/wiki/Special:FilePath/Ftclogo2020.png,Groupama Arena,Point(19.096111111 47.475277777),https://www.fradi.hu/
MTK Budapest FC,Hungary,Nemzeti Bajnokság II,http://commons.wikimedia.org/wiki/Special:FilePath/Mtklogo%20uj.jpg,Hidegkuti Nándor Stadion,Point(19.106725 47.490919444),https://mtkbudapest.hu/
Molde FK,Norway,Eliteserien,http://commons.wikimedia.org/wiki/Special:FilePath/MFK-logo.jpg,Aker Stadion,Point(7.14813 62.73341),https://www.moldefk.no/
FCI Levadia Tallinn,Estonia,Meistriliiga,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Levadia%20Tallinnin.png,A. Le Coq Arena,Point(24.73205 59.421292),https://fcilevadia.ee/
Vålerenga Fotball,Norway,Eliteserien,http://commons.wikimedia.org/wiki/Special:FilePath/V%C3%A5lerenga%20Oslo%20logo.svg,Intility Arena,Point(10.8066875 59.9178125),http://www.vif-fotball.no/
Lillestrøm SK,Norway,Eliteserien,http://commons.wikimedia.org/wiki/Special:FilePath/Lillestrom%20SK%20logo.svg,Åråsen Stadion,Point(11.063458 59.962752),https://www.lsk.no/
K.R.C. Genk,Belgium,Belgian First Division A,http://commons.wikimedia.org/wiki/Special:FilePath/KRC%20Genk%20Logo%202016.svg,Cegeka Arena,Point(5.533333 51.005),https://www.krcgenk.be/
Motherwell F.C.,United Kingdom,Scottish Premiership,http://commons.wikimedia.org/wiki/Special:FilePath/Motherwell%20FC%20crest.svg,Fir Park,Point(-3.980078 55.779947),https://www.motherwellfc.co.uk/
Stade Brestois 29,France,Ligue 1,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Stade%20Brestois%20%281982%29.svg,Stade Francis-Le Blé,Point(-4.46148 48.40293),http://www.sb29.bzh
Stade Brestois 29,France,Ligue 1,http://commons.wikimedia.org/wiki/Special:FilePath/Stade%20Brestois%20Logo%20avant%201985.svg,Stade Francis-Le Blé,Point(-4.46148 48.40293),http://www.sb29.bzh
Associação Atlética Ponte Preta,Brazil,Campeonato Brasileiro Série A,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20Oficial%20Ponte%20Preta.png,Estádio Moisés Lucarelli,Point(-47.051389 -22.913611),http://www.pontepreta.com.br
Servette FC,Switzerland,Swiss Super League,http://commons.wikimedia.org/wiki/Special:FilePath/Servette%20FC.svg,Stade de Genève,Point(6.1275 46.177778),https://www.servettefc.ch/
FC Metz,France,Ligue 2,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Metz%202021%20Logo.svg,Stade Saint-Symphorien,Point(6.159532 49.109945),http://www.fcmetz.com
De Graafschap,Netherlands,Eerste Divisie,http://commons.wikimedia.org/wiki/Special:FilePath/VBV%20De%20Graafschap%20Doetinchem.svg,De Vijverberg,Point(6.309722 51.955833),https://www.degraafschap.nl/
SC Victoria Hamburg,Germany,Oberliga Hamburg,http://commons.wikimedia.org/wiki/Special:FilePath/Scvictoria-logo.svg,Stadion Hoheluft,Point(9.969722 53.587222),https://sc-victoria.de/
JK Narva Trans,Estonia,Meistriliiga,http://commons.wikimedia.org/wiki/Special:FilePath/JK%20Narva%20Trans.png,Narva Kreenholmi Stadium,Point(28.18465 59.36347),https://www.fctrans.ee/
Coritiba F.C.,Brazil,Campeonato Brasileiro Série A,http://commons.wikimedia.org/wiki/Special:FilePath/Coritiba%20FBC%20%282011%29%20-%20PR.svg,Estádio Couto Pereira,Point(-49.2595 -25.421111),http://www.coritiba.com.br
Door Wilskracht Sterk,Netherlands,Vierde Klasse,http://commons.wikimedia.org/wiki/Special:FilePath/DWS%20Amsterdam%20%28logo%2C%2060s%29.svg,Olympic Stadium,Point(4.854192 52.343419),http://www.afcdws.com/
SC Wiedenbrück,Germany,Regionalliga West,http://commons.wikimedia.org/wiki/Special:FilePath/SC%20Wiedenbrueck%20Logo.svg,Jahnstadion,Point(8.32201 51.8336),http://www.scwiedenbrueck.de/
SV Darmstadt 98,Germany,2. Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/SV%20Darmstadt%2098%20Logo.svg,Stadion am Böllenfalltor,Point(8.672222 49.857778),https://www.sv98.de/
SV Darmstadt 98,Germany,Hessenliga,http://commons.wikimedia.org/wiki/Special:FilePath/SV%20Darmstadt%2098%20Logo.svg,Stadion am Böllenfalltor,Point(8.672222 49.857778),https://www.sv98.de/
SV Darmstadt 98,Germany,Regionalliga Süd,http://commons.wikimedia.org/wiki/Special:FilePath/SV%20Darmstadt%2098%20Logo.svg,Stadion am Böllenfalltor,Point(8.672222 49.857778),https://www.sv98.de/
SV Darmstadt 98,Germany,2. Fußball-Bundesliga Süd,http://commons.wikimedia.org/wiki/Special:FilePath/SV%20Darmstadt%2098%20Logo.svg,Stadion am Böllenfalltor,Point(8.672222 49.857778),https://www.sv98.de/
América Futebol Clube,Brazil,Campeonato Brasileiro Série D,http://commons.wikimedia.org/wiki/Special:FilePath/AmericaFC-RN.svg,Machadão,Point(-35.2138 -5.82562),http://www.americadenatal.com.br/
FC Seoul,South Korea,K League 1,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Seoul%20logotype.png,Seoul World Cup Stadium,Point(126.897361111 37.568222222),https://www.fcseoul.com/
Jeonbuk Hyundai Motors FC,South Korea,K League 1,http://commons.wikimedia.org/wiki/Special:FilePath/Jeonbuk%20Hyundai%20Motors%20FC%20logotype.png,Jeonju World Cup Stadium,Point(127.06448 35.868071),http://www.hyundai-motorsfc.com
SV Bergisch Gladbach 09,Germany,Regionalliga West,http://commons.wikimedia.org/wiki/Special:FilePath/SV%20Bergisch%20Gladbach%2009%20Logo.png,BELKAW-Arena,Point(7.11969 50.9939),http://www.bergischgladbach09.de/
Galatasaray S.K.,Turkey,Turkish Süper Lig,http://commons.wikimedia.org/wiki/Special:FilePath/Galatasaray%20Sports%20Club%20Logo.svg,Rams Park,Point(28.991 41.103388888),http://www.galatasaray.org/
EB/Streymur,Faroe Islands,Faroe Islands Premier League,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20EB-Streymur.png,Við Margáir,Point(-7.0431 62.1941),http://www.eb-streymur.fo/
Fimleikafélag Hafnarfjarðar,Iceland,Besta deild karla,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20FH%20Hafnarfj%C3%B6rdur.svg,Kaplakriki,Point(-21.938611 64.075833),http://www.fh.is
Club Nacional de Football,Uruguay,Uruguayan Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20actual%20bolso.png,Estadio Gran Parque Central,Point(-56.159 -34.8845),https://nacional.uy/
Venezia F.C.,Italy,Serie B,http://commons.wikimedia.org/wiki/Special:FilePath/2022%20Venezia%20FC%20logo.svg,Stadio Pierluigi Penzo,Point(12.363731 45.427761),https://www.veneziafc.it/
ES Troyes AC,France,Ligue 1,http://commons.wikimedia.org/wiki/Special:FilePath/ES%20Troyes%20AC.svg,Stade de l'Aube,Point(4.0982 48.30616),https://www.estac.fr/
Santa Cruz Futebol Clube,Brazil,Campeonato Brasileiro Série D,http://commons.wikimedia.org/wiki/Special:FilePath/Santa%20Cruz%20FC%20%2801%29%20-%20PE.svg,Estádio do Arruda,Point(-34.891175 -8.026711),http://www.santacruzpe.com.br/
Santa Cruz Futebol Clube,Brazil,Campeonato Brasileiro Série C,http://commons.wikimedia.org/wiki/Special:FilePath/Santa%20Cruz%20FC%20%2801%29%20-%20PE.svg,Estádio do Arruda,Point(-34.891175 -8.026711),http://www.santacruzpe.com.br/
FK Viktoria Žižkov,Czech Republic,Czech 2. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/Viktoria%20%C5%BDi%C5%BEkov%20Mural%20Picture.jpg,FK Viktoria Stadion,Point(14.444444 50.083611),https://www.fkvz.cz/
Nacional Futebol Clube,Brazil,Campeonato Brasileiro Série D,http://commons.wikimedia.org/wiki/Special:FilePath/Nacional.png,Vivaldão,Point(-60.028056 -3.083056),http://www.nacionalfc.com.br/
FC Mondercange,Luxembourg,Luxembourg National Division,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Mondercange%20%28logo%29.svg,"Stade Communal, Mondercange",Point(5.982933333 49.536816666),http://www.fcmondercange.lu/fcm/
B68 Toftir,Faroe Islands,Faroe Islands Premier League,http://commons.wikimedia.org/wiki/Special:FilePath/B68%20toftir.png,Svangaskarð,Point(-6.736111 62.099722),http://www.b68.fo
Campinense Clube,Brazil,Campeonato Brasileiro Série C,http://commons.wikimedia.org/wiki/Special:FilePath/Campinense.png,Amigão,Point(-35.880833 -7.253889),http://www.campinenseclube.net/
Portland Timbers,United States of America,Major League Soccer,http://commons.wikimedia.org/wiki/Special:FilePath/Portland%20Timbers%20wordmark%202019.svg,Providence Park,Point(-122.691666666 45.521388888),https://www.timbers.com
Club Lleida Esportiu,Spain,Segunda Federación,http://commons.wikimedia.org/wiki/Special:FilePath/Lleida%20Esportiu%20Escut.png,Camp d'Esports,Point(0.614147 41.621267),http://www.lleidaesportiu.cat
Tampa Bay Rowdies,United States of America,USL Championship,http://commons.wikimedia.org/wiki/Special:FilePath/Tampa%20Bay%20Rowdies%20logo%20%28with%20Tampa%20Bay%2C%20two%20gold%20stars%29.svg,George M. Steinbrenner Field,Point(-82.506667 27.980278),https://www.rowdiessoccer.com
Tampa Bay Rowdies,United States of America,USL Championship,http://commons.wikimedia.org/wiki/Special:FilePath/Tampa%20Bay%20Rowdies%20logo%20%28with%20Tampa%20Bay%2C%20two%20gold%20stars%29.svg,Al Lang Stadium,Point(-82.6331 27.7685),https://www.rowdiessoccer.com
Ceará Sporting Club,Brazil,Campeonato Brasileiro Série B,http://commons.wikimedia.org/wiki/Special:FilePath/Ceara%20logo.png,Estádio Presidente Vargas,Point(-38.536667 -3.745833),http://www.cearasc.com/
A.S.D. Acireale Calcio 1946,Italy,Serie D,http://commons.wikimedia.org/wiki/Special:FilePath/S.S.D.%20Acireale%20Calcio%201946%20logo.jpg,Stadio Tupparello,Point(15.1585 37.6014),http://www.acirealecalcio1946.com/
Central Español,Uruguay,Uruguayan Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20Central%20Espa%C3%B1ol%202020.png,Parque Palermo,Point(-56.153556 -34.897864),http://central.com.uy/
El Tanque Sisley,Uruguay,Uruguayan Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20actual%20El%20Tanque%20Sisley.png,Estadio Victor Della Valle,Point(-56.057325 -34.87235),http://www.eltanquesisley.com.uy/
Chongqing Liangjiang Athletic F.C.,People's Republic of China,China League One,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Chongqing%20Lifan.svg,Fuling Stadium,Point(107.387012 29.701548),http://www.dangdailifanfc.cn/
Chongqing Liangjiang Athletic F.C.,People's Republic of China,China League One,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Chongqing%20Lifan.svg,Fuling Stadium,Point(107.387012 29.701548),http://www.lifanfc.com/
Stranraer F.C.,United Kingdom,Scottish Football League Second Division,http://commons.wikimedia.org/wiki/Special:FilePath/Stranraer%20Crest.png,Stair Park,Point(-5.01248 54.9021),https://stranraerfc.org/
Club Almirante Brown,Argentina,Primera Nacional,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20del%20Club%20Almirante%20Brown.svg,Estadio Fragata Presidente Sarmiento,Point(-58.586814 -34.694981),http://www.almirantebrown.org.ar/
Club Always Ready,Bolivia,Primera División de Bolivia,http://commons.wikimedia.org/wiki/Special:FilePath/Club%20Always%20Ready%20Escudo.png,Estadio Hernando Siles,Point(-68.122778 -16.499444),http://www.alwaysready.bo/
Everton de Viña del Mar,Chile,Chilean Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/Everton%20De%20Vi%C3%B1a%20Del%20Mar.png,Estadio Sausalito,Point(-71.535 -33.014444444),http://www.everton.cl
Deportivo Español,Argentina,Primera C Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Logotipo%20Oficial%20y%20Escudo%20del%20Club%20Deportivo%20Espanol.svg,Estadio Nueva España,Point(-58.46453889 -34.65792222),http://www.cde.com.ar/
Club Deportivo Municipal,Peru,Copa Perú,http://commons.wikimedia.org/wiki/Special:FilePath/CCDMunicipal.png,Estadio Iván Elías Moreno,Point(-76.9349 -12.2201),http://www.echamuni.net/
Boldklubben 1913,Denmark,Denmark Series,http://commons.wikimedia.org/wiki/Special:FilePath/Boldklubben%201913.png,Odense Atletikstadion,Point(10.351111 55.398889),http://www.b1913.dk
GKS Tychy,Poland,I liga,http://commons.wikimedia.org/wiki/Special:FilePath/Gkstychy.png,Tychy City Stadium,Point(18.990555555 50.124166666),https://gkstychy.info/
PSM Makassar,Indonesia,Indonesian Premier League,http://commons.wikimedia.org/wiki/Special:FilePath/Psm.makassar.png,Andi Mattalata Stadium,Point(119.415497 -5.158501),http://psmmakassar.com
FAR Rabat,Morocco,Botola,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20asfar%20png.png,Prince Moulay Abdellah Stadium,Point(-6.889111 33.959861),https://www.as-far.ma/
U.S. Pistoiese 1921,Italy,Serie D,http://commons.wikimedia.org/wiki/Special:FilePath/600px%20US%20Pistoiese%201921%20%282%29.png,Stadio Marcello Melani,Point(10.914722 43.940833),http://www.uspistoiese1921.it/
Club Necaxa,Mexico,Liga MX,http://commons.wikimedia.org/wiki/Special:FilePath/Club%20Necaxa%20Logo.svg,Victoria Stadium,Point(-102.275483 21.880653),https://www.necaxafutbol.com/
AC Arles,France,dissolution,http://commons.wikimedia.org/wiki/Special:FilePath/AC%20Arles-Avignon%20logo.png,Avignon Sports Ground,Point(4.84507 43.92823),http://www.arlesavignon.net
D.C. United,United States of America,Major League Soccer,http://commons.wikimedia.org/wiki/Special:FilePath/D.C.%20United%202016%20wordmark.svg,Audi Field,Point(-77.012935 38.868504),https://www.dcunited.com/
S.D. Quito,Ecuador,Ecuador Serie A,http://commons.wikimedia.org/wiki/Special:FilePath/SD%20Quito.svg,Estadio Olímpico Atahualpa,Point(-78.476583 -0.177528),http://www.deportivoquito.com/
Club Sport Emelec,Ecuador,Ecuador Serie A,http://commons.wikimedia.org/wiki/Special:FilePath/Club-Sport-Emelec2.png,Estadio George Capwell,Point(-79.893758 -2.206603),http://www.emelec.com.ec
Liga Deportiva Universitaria de Quito,Ecuador,Ecuador Serie A,http://commons.wikimedia.org/wiki/Special:FilePath/Liga%20Deportiva%20Universitaria%20de%20Quito.png,Estadio Rodrigo Paz Delgado,Point(-78.489083 -0.107694),https://www.ldu.com.ec/
Liga Deportiva Universitaria de Loja,Ecuador,Ecuador Serie A,http://commons.wikimedia.org/wiki/Special:FilePath/Liga%20de%20Loja.png,Estadio Federativo Reina del Cisne,Point(-79.196536111 -4.001025),http://www.ligadeloja.com/
Vasas SC,Hungary,Nemzeti Bajnokság I,http://commons.wikimedia.org/wiki/Special:FilePath/Vasas%20SC%20%28Logo%29.svg,Stadion Rudolf Illovszky,Point(19.080555555 47.536944444),http://www.vasasfc.hu/
Pordenone Calcio,Italy,Serie B,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Pordenone%20Calcio%202018%20hq.png,Stadio G. Teghil,Point(13.09953 45.675319),https://www.pordenonecalcio.com/
FC Wacker Innsbruck,Austria,Austrian Football Second League,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Wacker%20Innsbruck%20%28altes%20Logo%29.svg,Tivoli Stadion Tirol,Point(11.410789 47.255972),https://www.fc-wacker-innsbruck.at/
Polonia Warsaw,Poland,I liga,http://commons.wikimedia.org/wiki/Special:FilePath/Poloniawarszawa1.svg,Stadion Polonii Warszawa,Point(21.001322 52.255517),https://kspolonia.pl
Entente SSG,France,Championnat National,http://commons.wikimedia.org/wiki/Special:FilePath/EntenteSSG.png,Parc des Sports Michel Hidalgo,Point(2.2755 48.9747),http://www.entente-ssg.footeo.com
SSV Jahn Regensburg,Germany,3. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/Jahn%20Regensburg%20logo2014.svg,Arena Regensburg,Point(12.1069 48.9909),http://www.ssv-jahn.de/index.php
Sarmiento de Junín,Argentina,Argentine Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20del%20Club%20Atl%C3%A9tico%20Sarmiento%20de%20Jun%C3%ADn.svg,Estadio Eva Perón,Point(-60.929278 -34.585356),https://clubatleticosarmiento.com/
SV Röchling Völklingen,Germany,Oberliga Rheinland-Pfalz/Saar,http://commons.wikimedia.org/wiki/Special:FilePath/SV%20Roechling%20Voelklingen.png,Q1610458,Point(6.87022 49.2573),http://www.svroechling.be
Red Star F.C.,France,Ligue 2,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Red%20Star%20FC%202014.svg,Stade de Paris,Point(2.340833 48.905833),https://www.redstar.fr/
Red Star F.C.,France,Ligue 2,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Red%20Star%20FC%202014.svg,Stade de Paris,Point(2.34105 48.9061),https://www.redstar.fr/
SG Wattenscheid 09,Germany,Oberliga Westfalen,http://commons.wikimedia.org/wiki/Special:FilePath/O9logo1png.svg,Lohrheidestadion,Point(7.118611 51.485556),http://www.sgwattenscheid09.de/
SpVgg Bayreuth,Germany,Fußball-Bayernliga,http://commons.wikimedia.org/wiki/Special:FilePath/SpVgg%20Bayreuth%20Logo%202022.svg,Hans-Walter-Wild-Stadion,Point(11.586944 49.945278),http://www.spvgg-bayreuth.de/
FCV Farul Constanța,Romania,Romanian SuperLiga,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Viitorul%202017%20badge.svg,Viitorul Stadium,Point(28.55583333 44.26388889),https://www.farulconstanta.com/
Würzburger Kickers,Germany,3. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/W%C3%BCrzburger%20Kickers%20Logo.svg,flyeralarm Arena,Point(9.932944444 49.767194444),https://www.wuerzburger-kickers.de/
TSV Havelse,Germany,Regionalliga,http://commons.wikimedia.org/wiki/Special:FilePath/TSV%20Havelse%20logo.svg,Wilhelm-Langrehr-Stadion,Point(9.60222 52.4083),http://www.tsvhavelse.de/
TSV Havelse,Germany,Regionalliga,http://commons.wikimedia.org/wiki/Special:FilePath/TSV%20Havelse%20logo.svg,Wilhelm-Langrehr-Stadion,Point(9.60222 52.4083),https://www.tsv-havelse.de
VfL Oldenburg,Germany,Oberliga Niedersachsen,http://commons.wikimedia.org/wiki/Special:FilePath/VfL%20Oldenburg%20Logo.svg,Stadion Alexanderstraße,Point(8.21168 53.15512),http://www.vfl-oldenburg-fussball.de/
Rot-Weiss Frankfurt,Germany,Q1477071,http://commons.wikimedia.org/wiki/Special:FilePath/Rw%20fmm.gif,Stadion am Brentanobad,Point(8.62056 50.1247),http://www.rot-weiss-frankfurt.de
SC Union 06 Berlin,Germany,Bezirksliga,http://commons.wikimedia.org/wiki/Special:FilePath/SC%20Union%2006%20Berlin%20Logo.png,Poststadion,Point(13.359444 52.53),http://www.scunion06-berlin.de/
G.D. Fabril,Portugal,Portuguese Third Division,http://commons.wikimedia.org/wiki/Special:FilePath/GD%20Fabril%20%28Barreiro%29.svg,Q1370636,Point(-9.05128062 38.65892738),http://www.grupodesportivofabril.pt/
Al-Nasr SC,United Arab Emirates,UAE Pro League,http://commons.wikimedia.org/wiki/Special:FilePath/AL%20Nasr%20SC%20Logo.png,Al-Maktoum Stadium,Point(55.313055555 25.24),http://www.alnasrclub.com/
Becamex Binh Duong F.C.,Vietnam,V.League 1,http://commons.wikimedia.org/wiki/Special:FilePath/LOGO%20BFC.png,Go Dau Stadium,Point(106.672 10.970043),http://www.binhduongffc.com/
Goiás Esporte Clube,Brazil,Campeonato Brasileiro Série A,http://commons.wikimedia.org/wiki/Special:FilePath/Goi%C3%A1sLogo21.png,Estádio Serra Dourada,Point(-49.233889 -16.698889),http://www.goiasec.com.br
SSV Reutlingen 05,Germany,Oberliga Baden-Württemberg,http://commons.wikimedia.org/wiki/Special:FilePath/SSV%20Reutlingen%2005.svg,Stadion an der Kreuzeiche,Point(9.19 48.478611),http://www.ssv-reutlingen.de/
Borussia Neunkirchen,Germany,Oberliga Rheinland-Pfalz/Saar,http://commons.wikimedia.org/wiki/Special:FilePath/Borussia%20Neunkirchen.svg,Ellenfeldstadion,Point(7.17972 49.3367),http://www.borussia-neunkirchen.de/
SV Meppen,Germany,Regionalliga,http://commons.wikimedia.org/wiki/Special:FilePath/SV%20Meppen%20Logo%202022.svg,Hänsch-Arena,Point(7.29806 52.7081),https://www.svmeppen.de/
Wormatia Worms,Germany,Fußball-Regionalliga Südwest,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20des%20VfR%20Wormatia%2008%20Worms%20e.V.svg,Wormatia-Stadion,Point(8.335803 49.631381),http://www.wormatia.de/
FC Stahl Brandenburg,Germany,Brandenburg-Liga,http://commons.wikimedia.org/wiki/Special:FilePath/BSG%20Stahl%20Brandenburg%20Logo%202022.svg,Q2326120,Point(12.5009 52.4132),http://www.fc-stahl-brandenburg.de/
Levadiakos F.C.,Greece,Super League Greece 2,http://commons.wikimedia.org/wiki/Special:FilePath/APO%20Levadiakos%20%28logo%29.svg,Levadia Municipal Stadium,Point(22.88284444 38.43589722),http://www.levadiakosfc.gr/
VfB Oldenburg,Germany,Regionalliga,http://commons.wikimedia.org/wiki/Special:FilePath/VfB%20Oldenburg.svg,Marschweg-Stadion,Point(8.206389 53.129167),http://www.vfb-oldenburg.de/
FC Eintracht Norderstedt 03,Germany,Oberliga Hamburg,http://commons.wikimedia.org/wiki/Special:FilePath/Eintracht%20Norderstedt%20Logo.svg,Edmund-Plambeck-Stadion,Point(9.97705 53.677),http://www.eintrachtnorderstedt.de/
SV Schott Jena,Germany,Thüringenliga,http://commons.wikimedia.org/wiki/Special:FilePath/Schott%20Jena%20Logo.svg,Q2312911,Point(11.585 50.9164),https://svschottjena.de/
FC Volyn Lutsk,Ukraine,Ukrainian First League,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20of%20FC%20Volyn%20Lutsk.png,Avanhard Stadium,Point(25.3375 50.754167),http://fcvolyn.com/
Clube de Futebol Estrela da Amadora,Portugal,LigaPro,http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%ADmbolo%20Estrela%20da%20Amadora.svg,Estádio José Gomes,Point(-9.227967 38.752036),https://www.cdestrela.pt/
Frosinone Calcio,Italy,Serie B,http://commons.wikimedia.org/wiki/Special:FilePath/Frosinone%20Calcio%20foto%20Store%20leone%20fr.jpg,Benito Stirpe Stadium,Point(13.321866 41.63426),https://www.frosinonecalcio.com/
Angers SCO,France,Ligue 1,http://commons.wikimedia.org/wiki/Special:FilePath/Angers%20SCO%20logo.png,Stade Raymond Kopa,Point(-0.53163 47.45905),https://www.angers-sco.fr/
Wiener Sport-Club,Austria,Austrian Regional League East,http://commons.wikimedia.org/wiki/Special:FilePath/Wiener%20Sport-Club%20Logo%202017.svg,Sportklub Stadium,Point(16.3109 48.226),http://www.wienersportklub.at/
Clube Atlético Mineiro,Brazil,Campeonato Brasileiro Série A,http://commons.wikimedia.org/wiki/Special:FilePath/Clube%20Atl%C3%A9tico%20Mineiro%20logo.svg,Estádio Independência,Point(-43.917778 -19.908333),http://www.atletico.com.br
